id,Age,Gender,Annual Income,Marital Status,Number of Dependents,Education Level,Occupation,Health Score,Location,Policy Type,Previous Claims,Vehicle Age,Credit Score,Insurance Duration,Policy Start Date,Customer Feedback,Smoking Status,Exercise Frequency,Property Type,Premium Amount
184,59,Male,14572,Single,0,Bachelor's,Self-Employed,33.88367589,Rural,Basic,,10,436,1,19-07-2022 15:21,Poor,No,Weekly,House,2365
185,21,Male,93924,Single,,Bachelor's,Unemployed,47.98640107,Rural,Premium,1,6,482,8,12-08-2022 15:21,Poor,Yes,Monthly,Apartment,3168
186,60,Female,29173,Married,,Master's,Unemployed,,Rural,Comprehensive,0,17,,3,24-04-2022 15:21,Good,No,Daily,Condo,1127
187,35,Female,11705,Divorced,0,High School,,41.14681384,Urban,Premium,0,5,636,1,07-10-2021 15:21,Poor,No,Weekly,Apartment,783
188,40,Female,196,Married,,Master's,Unemployed,11.65657632,Suburban,Premium,1,17,,3,20-05-2021 15:21,Average,No,Monthly,Apartment,1391
189,51,Female,12063,Single,3,Master's,Self-Employed,34.59009929,Urban,Premium,,3,,6,27-12-2021 15:21,Poor,Yes,Rarely,Condo,39
190,54,Male,66284,Divorced,1,Bachelor's,,16.26207944,Rural,Premium,0,12,713,4,27-11-2019 15:21,Good,Yes,Monthly,Condo,229
191,60,Female,3645,Married,4,High School,Unemployed,13.49079194,Suburban,Comprehensive,,4,498,6,16-04-2021 15:21,Good,No,Rarely,House,872
192,45,Female,14450,Divorced,0,High School,Employed,28.37803936,Urban,Premium,,15,479,7,20-06-2023 15:21,,No,Monthly,House,510
193,29,Female,43928,Married,1,PhD,Self-Employed,19.71031134,Urban,Premium,,6,609,1,16-10-2023 15:21,Good,No,Daily,House,722
194,33,Male,53637,Divorced,3,PhD,Self-Employed,,Suburban,Comprehensive,1,19,374,7,10-04-2021 15:21,Good,No,Daily,House,587
195,39,Male,61461,Single,2,PhD,Employed,20.7801587,Suburban,Comprehensive,2,5,566,5,12-11-2021 15:21,,No,Weekly,House,49
196,32,Male,5819,Divorced,0,PhD,,,Urban,Basic,0,4,784,7,09-02-2021 15:21,Average,Yes,Weekly,House,934
197,23,Male,25444,Married,4,High School,,10.71938514,Rural,Comprehensive,1,5,537,3,10-01-2021 15:21,Poor,Yes,Monthly,Condo,1375
198,46,Female,36316,Divorced,3,Bachelor's,,13.82939952,Urban,Basic,0,17,648,5,13-06-2021 15:21,Average,Yes,Rarely,Apartment,524
199,51,Female,97966,Single,0,Master's,Self-Employed,9.052357149,Rural,Premium,2,14,578,3,08-09-2022 15:21,Good,No,Rarely,Apartment,2343
200,51,Male,11555,Married,1,PhD,Unemployed,,Urban,Comprehensive,0,18,703,9,05-01-2024 15:21,Average,No,Rarely,Condo,712
201,45,Female,27892,Single,1,High School,,41.59095044,Urban,Premium,0,2,707,9,04-10-2023 15:21,Average,No,Monthly,Condo,1404
202,19,Male,2924,Divorced,0,High School,Self-Employed,17.65346623,Suburban,Basic,3,18,835,9,31-07-2024 15:21,,No,Daily,Condo,1054
203,37,Female,12961,Divorced,1,Master's,,22.69002307,Rural,Premium,2,19,581,8,04-01-2023 15:21,Poor,Yes,Monthly,House,1444
204,30,Male,85757,Married,3,Master's,Self-Employed,21.08284337,Urban,Premium,,5,541,9,03-11-2022 15:21,,No,Weekly,Apartment,85
205,49,Male,5866,Single,0,High School,Self-Employed,31.45132534,Urban,Premium,0,5,845,3,10-09-2019 15:21,Poor,No,Daily,Condo,1002
206,59,Male,25881,Divorced,,High School,Employed,27.38248631,Suburban,Comprehensive,1,12,597,6,27-11-2022 15:21,Average,No,Weekly,House,1347
207,51,Female,11863,Married,0,High School,,32.29459179,Suburban,Premium,,6,441,3,01-02-2023 15:21,Good,Yes,Rarely,Apartment,1158
208,29,Male,6079,Married,2,Master's,Unemployed,32.75160949,Suburban,Premium,0,8,718,2,12-02-2022 15:21,Average,Yes,Weekly,House,823
209,25,Male,46184,Single,0,Bachelor's,Self-Employed,38.35496299,Suburban,Basic,1,4,630,9,29-01-2020 15:21,Average,Yes,Weekly,House,1333
210,37,Male,37393,Divorced,3,High School,,26.06420164,Rural,Comprehensive,1,5,,4,15-01-2023 15:21,Average,Yes,Rarely,Apartment,890
211,26,Male,20014,Divorced,4,PhD,Unemployed,10.93914939,Suburban,Premium,,8,577,6,20-03-2024 15:21,,Yes,Daily,Apartment,1494
212,29,Male,72692,Divorced,0,High School,Employed,,Rural,Comprehensive,3,19,586,1,14-01-2022 15:21,Good,No,Daily,House,20
213,45,Male,73334,Single,0,Master's,Self-Employed,17.88983502,Urban,Basic,,18,418,5,21-04-2021 15:21,Good,Yes,Monthly,House,778
214,52,Male,5521,Married,3,Bachelor's,Self-Employed,17.358823,Rural,Premium,1,15,780,5,18-01-2021 15:21,Poor,No,Rarely,Apartment,788
215,32,Female,74764,Single,2,Master's,Employed,14.71153011,Urban,Premium,1,15,,4,02-06-2021 15:21,Average,No,Daily,House,138
216,58,Female,24116,Divorced,3,PhD,Self-Employed,21.81299558,Urban,Premium,,10,531,1,07-12-2020 15:21,Poor,Yes,Rarely,House,1154
217,38,Male,103340,Single,3,High School,,,Urban,Basic,0,7,,1,15-01-2023 15:21,Poor,Yes,Daily,Condo,100
218,46,Male,58697,Married,4,High School,Self-Employed,21.859005,Rural,Basic,1,17,401,1,05-03-2024 15:21,Good,Yes,Daily,Condo,870
219,32,Female,43969,Divorced,1,Bachelor's,,10.93870527,Rural,Premium,,18,486,1,11-03-2020 15:21,Good,Yes,Weekly,Condo,439
220,18,Male,63823,Divorced,2,High School,Unemployed,51.79321397,Rural,Comprehensive,1,11,757,7,07-09-2020 15:21,,Yes,Rarely,Condo,479
221,24,Female,25011,Single,4,Bachelor's,,35.32370126,Suburban,Comprehensive,,7,646,8,08-05-2024 15:21,Good,Yes,Daily,Apartment,1022
222,51,Female,3561,Divorced,3,Bachelor's,Employed,,Rural,Premium,,0,752,5,28-07-2021 15:21,,No,Daily,Apartment,2792
223,50,Male,27983,Married,2,Master's,Employed,15.05172522,Suburban,Comprehensive,1,11,,7,08-06-2020 15:21,Good,Yes,Daily,Condo,735
224,35,Female,43433,Married,2,PhD,Employed,32.5977355,Rural,Premium,3,3,651,1,09-04-2021 15:21,Average,No,Daily,Apartment,894
225,33,Female,143816,Single,3,Master's,,3.451750825,Urban,Basic,,11,665,8,02-08-2020 15:21,Good,No,Daily,Condo,155
226,50,Male,28344,Married,,High School,Employed,35.96667118,Urban,Premium,1,14,506,3,26-04-2023 15:21,Good,Yes,Rarely,Apartment,48
227,59,Male,51574,Divorced,4,Master's,Employed,48.72366256,Urban,Comprehensive,1,6,336,1,24-01-2022 15:21,Poor,Yes,Monthly,House,1078
228,31,Male,45267,Married,3,Master's,Self-Employed,46.53433618,Rural,Premium,1,6,696,4,18-04-2022 15:21,Good,Yes,Rarely,Apartment,472
229,41,Male,77687,Married,4,PhD,Employed,34.99471971,Urban,Comprehensive,1,9,430,2,27-04-2023 15:21,Good,No,Monthly,Apartment,88
230,21,Female,81783,Married,4,High School,Employed,35.81618593,Suburban,Comprehensive,,8,597,8,23-07-2023 15:21,,No,Weekly,Apartment,22
231,44,Female,37501,Single,1,Bachelor's,Self-Employed,29.26378424,Rural,Comprehensive,,18,446,8,18-02-2021 15:21,Good,Yes,Monthly,Apartment,29
232,29,Female,110813,Divorced,0,Master's,Unemployed,37.71644303,Suburban,Premium,,17,424,7,12-09-2022 15:21,Good,Yes,Daily,House,442
233,47,Male,38699,Single,2,PhD,Unemployed,29.43049943,Suburban,Premium,1,9,459,5,10-08-2020 15:21,Average,Yes,Rarely,House,1270
234,59,Male,18095,,1,PhD,,23.92301003,Rural,Basic,1,17,786,9,24-08-2021 15:21,Good,Yes,Rarely,Apartment,1507
235,57,Female,29094,Divorced,3,Master's,Self-Employed,,Rural,Comprehensive,1,12,695,2,13-02-2020 15:21,Poor,Yes,Weekly,Condo,531
236,63,Male,57983,Married,1,High School,Employed,38.35981181,Urban,Comprehensive,1,5,447,6,08-05-2022 15:21,Average,No,Weekly,House,723
237,21,Male,1060,Married,0,Master's,,17.9121804,Rural,Comprehensive,,6,339,3,16-03-2024 15:21,Poor,No,Daily,House,1004
238,33,Male,57627,Divorced,0,Bachelor's,Employed,6.09016271,Urban,Premium,1,9,,7,18-12-2019 15:21,Poor,No,Daily,House,4049
239,28,Female,121675,Divorced,1,High School,,46.97436018,Urban,Basic,2,19,516,3,18-07-2021 15:21,Poor,No,Daily,Condo,344
240,18,Male,142347,Divorced,3,High School,Employed,51.71146001,Urban,Premium,0,19,566,2,21-05-2020 15:21,Good,Yes,Daily,Apartment,1144
241,28,Female,18280,Divorced,4,Master's,,22.68487978,Urban,Comprehensive,,2,,2,21-05-2021 15:21,,No,Weekly,Condo,1197
242,59,Male,29231,Divorced,1,PhD,Employed,16.72001484,Suburban,Premium,1,11,,2,02-04-2021 15:21,Average,No,Weekly,Condo,1793
243,55,Female,28886,Married,1,PhD,,14.82706259,Rural,Comprehensive,,3,562,1,16-11-2019 15:21,Good,No,Rarely,Condo,919
244,55,Male,30663,Single,4,Bachelor's,Self-Employed,,Urban,Premium,2,0,590,5,19-07-2020 15:21,Good,Yes,Daily,Apartment,2196
245,27,Female,,Married,2,PhD,Unemployed,8.879454323,Suburban,Premium,3,12,420,3,21-03-2023 15:21,Average,No,Rarely,Condo,653
246,50,Male,14894,Married,0,PhD,,7.539391909,Rural,Basic,0,6,,1,14-06-2022 15:21,Average,Yes,Daily,House,1616
247,28,Female,84573,Married,1,Master's,Employed,8.720194922,Urban,Basic,0,0,456,7,18-03-2024 15:21,Average,No,Monthly,House,178
248,53,Male,17287,Married,2,Master's,Self-Employed,18.38123095,Rural,Comprehensive,1,0,334,7,27-06-2023 15:21,Average,Yes,Monthly,House,1604
249,55,Male,2820,Married,0,PhD,,31.24982549,Urban,Basic,3,6,766,5,12-07-2020 15:21,Poor,No,Monthly,Apartment,724
250,41,Male,12791,Married,0,PhD,Employed,16.82416609,Urban,Basic,,2,590,5,30-04-2023 15:21,Poor,Yes,Weekly,Condo,1373
251,24,Female,69070,Divorced,1,Master's,Employed,44.9348526,Rural,Comprehensive,1,2,645,2,18-05-2022 15:21,Poor,Yes,Daily,Apartment,199
252,24,Male,11319,Single,,Bachelor's,,39.71535022,Rural,Comprehensive,,12,520,8,10-08-2024 15:21,,No,Rarely,House,175
253,33,Female,79076,Divorced,,High School,Self-Employed,27.67984658,Rural,Basic,3,12,453,1,21-12-2021 15:21,Good,No,Rarely,House,2512
254,36,Male,12984,Married,3,Bachelor's,,32.98842444,Suburban,Premium,1,14,647,3,13-06-2021 15:21,Average,No,Rarely,House,717
255,37,Female,61690,Single,4,Master's,Unemployed,28.68705857,Urban,Premium,2,5,449,2,20-01-2024 15:21,Good,No,Monthly,House,805
256,36,Female,9612,Married,0,High School,Employed,21.64172676,Urban,Basic,,0,588,4,23-08-2023 15:21,Good,Yes,Monthly,House,577
257,35,Female,35682,Divorced,4,PhD,Employed,30.24159642,Rural,Premium,0,10,585,9,28-06-2023 15:21,Average,Yes,Weekly,Condo,859
258,33,Female,56812,Divorced,2,PhD,,41.88779092,Suburban,Comprehensive,0,0,489,2,29-06-2022 15:21,Good,Yes,Monthly,House,2044
259,64,Female,45645,Married,4,Master's,Self-Employed,,Suburban,Premium,,1,532,4,09-12-2022 15:21,Poor,Yes,Daily,Apartment,996
260,38,Female,29759,Married,2,PhD,Employed,27.93933691,Urban,Basic,,17,772,7,09-10-2019 15:21,Poor,No,Monthly,Condo,663
261,21,Male,11415,Single,4,Bachelor's,Employed,44.81915432,Suburban,Basic,,9,380,2,03-03-2022 15:21,Good,No,Monthly,Apartment,1052
262,45,Female,18307,Married,,Bachelor's,,18.73813387,Urban,Comprehensive,0,17,757,4,05-07-2021 15:21,Average,Yes,Monthly,Apartment,782
263,47,Male,17961,Married,1,PhD,Self-Employed,,Urban,Basic,,6,716,7,19-06-2021 15:21,Average,No,Daily,Condo,1325
264,37,Male,9989,Married,0,Master's,Self-Employed,49.89770795,Urban,Comprehensive,0,15,490,8,07-04-2020 15:21,Good,Yes,Daily,House,350
265,51,Female,9224,Divorced,4,PhD,Employed,37.6768569,Suburban,Comprehensive,0,8,,4,24-03-2022 15:21,Average,Yes,Daily,Condo,27
266,49,Male,18058,Divorced,2,PhD,Unemployed,19.89797069,Suburban,Premium,1,17,573,1,10-10-2021 15:21,Average,No,Rarely,Condo,1326
267,53,Female,10100,Married,0,Bachelor's,Self-Employed,9.251587955,Urban,Premium,1,18,712,1,25-08-2023 15:21,Good,Yes,Monthly,House,2437
268,56,Female,39726,Married,2,High School,Employed,13.31754949,Urban,Comprehensive,0,17,442,2,26-09-2019 15:21,Average,No,Daily,Condo,1117
269,47,Female,49091,Single,2,Bachelor's,,46.95898698,Rural,Premium,,8,437,3,23-12-2021 15:21,,No,Rarely,Condo,2701
270,53,Female,15735,Divorced,3,High School,Employed,21.95555418,Suburban,Premium,0,15,836,8,05-11-2023 15:21,Average,Yes,Monthly,Apartment,3021
271,38,Male,37893,Single,,Bachelor's,,18.58441183,Suburban,Premium,2,6,456,8,02-06-2022 15:21,Good,No,Weekly,Condo,1642
272,40,Female,60103,Married,4,High School,,25.89838823,Urban,Premium,0,19,342,4,12-09-2023 15:21,Poor,Yes,Rarely,House,50
273,52,Female,36190,Married,4,Bachelor's,Self-Employed,8.241701558,Urban,Basic,,17,792,8,13-06-2022 15:21,Poor,No,Monthly,House,467
274,44,Female,73022,Married,3,High School,Employed,22.16746728,Rural,Premium,,2,583,9,07-11-2020 15:21,Average,No,Daily,House,382
275,53,Female,11580,Single,,PhD,Self-Employed,12.95422672,Rural,Comprehensive,,9,487,9,29-10-2020 15:21,Good,No,Rarely,Condo,2360
276,37,Male,2384,Divorced,0,Bachelor's,Employed,25.35134153,Urban,Comprehensive,0,2,587,3,20-02-2024 15:21,Average,Yes,Weekly,Condo,56
277,57,Male,72788,Divorced,3,High School,Employed,44.45709272,Suburban,Basic,1,17,539,8,10-12-2023 15:21,Average,No,Weekly,Condo,54
278,29,Female,,Single,4,Master's,Self-Employed,47.83929791,Suburban,Comprehensive,,18,416,3,12-04-2020 15:21,Good,Yes,Weekly,House,1162
279,54,Male,71,Divorced,2,Master's,Self-Employed,18.61363377,Urban,Premium,2,4,793,3,14-04-2022 15:21,Poor,No,Monthly,Condo,1593
280,55,Female,6097,Married,0,Master's,Employed,18.98983004,Urban,Comprehensive,,3,691,4,20-10-2023 15:21,Good,Yes,Daily,Condo,1073
281,45,Female,17109,Single,4,Bachelor's,,44.76685329,Suburban,Basic,1,19,757,4,26-11-2022 15:21,Average,No,Rarely,House,1641
282,33,Female,27804,Single,,Bachelor's,Self-Employed,50.57483373,Rural,Premium,1,14,759,2,23-06-2020 15:21,Average,No,Weekly,Condo,553
283,44,Male,44728,Divorced,4,High School,Employed,41.24771457,Urban,Comprehensive,1,18,682,5,20-12-2020 15:21,Good,No,Weekly,Condo,1137
284,23,Female,619,Divorced,4,PhD,Employed,51.16592758,Urban,Premium,0,12,,9,08-10-2021 15:21,Average,Yes,Weekly,Condo,894
285,63,Female,28963,Divorced,3,High School,,7.859185253,Urban,Basic,1,2,583,8,29-04-2023 15:21,Poor,Yes,Rarely,Apartment,1479
286,58,Female,25239,Single,,High School,Self-Employed,45.88004555,Rural,Premium,0,10,494,3,30-01-2020 15:21,Poor,No,Monthly,House,1694
287,23,Male,43030,Single,3,Master's,Employed,28.81658869,Rural,Premium,,17,695,7,20-03-2022 15:21,,No,Rarely,Condo,2184
288,33,Female,62647,Single,2,Master's,Self-Employed,15.38852032,Suburban,Comprehensive,2,15,759,6,06-03-2023 15:21,Poor,No,Monthly,Condo,2735
289,62,Female,10116,Married,3,PhD,Employed,47.91416695,Suburban,Comprehensive,,5,716,9,27-08-2023 15:21,Good,Yes,Rarely,Condo,1484
290,22,Male,3231,Single,,PhD,Unemployed,29.38156472,Suburban,Comprehensive,0,12,464,2,04-01-2023 15:21,Average,Yes,Monthly,Condo,803
291,49,Male,,Married,3,Bachelor's,Self-Employed,13.72313225,Suburban,Basic,2,1,762,5,10-02-2023 15:21,Poor,Yes,Rarely,Apartment,385
292,23,Female,35239,Single,2,Master's,,26.29107714,Suburban,Basic,0,5,434,4,23-07-2023 15:21,Poor,No,Rarely,House,526
293,28,Female,1298,Divorced,2,High School,Unemployed,35.61947451,Suburban,Premium,2,18,,1,04-02-2020 15:21,Average,No,Monthly,Apartment,1628
294,26,Female,3850,,2,Bachelor's,Employed,18.41706037,Rural,Basic,0,12,823,1,15-10-2022 15:21,Poor,No,Daily,Apartment,372
295,53,Male,16408,Single,1,Master's,Self-Employed,41.7105393,Rural,Basic,0,3,595,5,08-06-2022 15:21,Poor,Yes,Weekly,Apartment,1713
296,54,Female,14112,Married,2,Master's,Self-Employed,10.95887814,Urban,Premium,,13,381,4,20-07-2024 15:21,Poor,Yes,Rarely,Apartment,2537
297,19,Female,39112,Divorced,3,Master's,Employed,33.68284144,Urban,Premium,2,11,653,5,22-11-2023 15:21,Poor,No,Monthly,Condo,1465
298,32,Male,11587,Married,3,Bachelor's,Employed,39.56717333,Suburban,Premium,1,9,391,1,10-04-2022 15:21,Good,Yes,Daily,House,2370
299,36,Female,1054,Single,1,PhD,Employed,37.62762219,Rural,Basic,0,1,472,6,23-11-2020 15:21,Average,Yes,Monthly,Apartment,724
300,18,Male,607,Married,0,Master's,Unemployed,16.93370216,Suburban,Basic,1,18,589,1,08-05-2024 15:21,Poor,No,Monthly,House,1830
301,32,Female,36231,Single,2,Bachelor's,,10.87380916,Suburban,Premium,,4,538,1,01-05-2022 15:21,Good,Yes,Monthly,House,3670
302,23,Male,82970,Single,4,Bachelor's,Employed,9.943472309,Rural,Basic,1,0,439,2,17-09-2022 15:21,Good,No,Rarely,House,2111
303,50,Male,2254,Married,0,High School,Self-Employed,22.82499791,Suburban,Premium,,4,321,7,10-11-2023 15:21,Poor,Yes,Daily,Condo,191
304,32,Female,48913,,0,Master's,Self-Employed,17.74616119,Urban,Premium,,15,560,3,27-04-2024 15:21,Average,No,Rarely,House,2086
305,41,Female,38156,Single,2,Bachelor's,Employed,42.91890019,Suburban,Basic,2,1,774,5,13-02-2021 15:21,Average,Yes,Daily,Apartment,997
306,50,Male,17292,Single,3,PhD,Employed,32.74439767,Suburban,Basic,1,13,659,8,03-08-2024 15:21,Good,Yes,Weekly,Apartment,2695
307,46,Male,25735,Married,0,Master's,,12.89227885,Urban,Comprehensive,1,12,843,7,16-07-2020 15:21,Poor,Yes,Monthly,Condo,1356
308,42,Female,5576,Married,2,Bachelor's,Unemployed,13.98521343,Urban,Premium,1,2,801,6,01-06-2022 15:21,Poor,Yes,Rarely,Condo,96
309,,Male,145528,Married,0,Master's,,29.52842637,Urban,Basic,,0,810,9,03-08-2020 15:21,Good,No,Weekly,Apartment,200
310,,Male,7077,Divorced,1,Bachelor's,Self-Employed,21.41473722,Suburban,Premium,,15,616,7,21-02-2023 15:21,Average,Yes,Weekly,Condo,1071
311,32,Male,68942,Married,4,High School,Self-Employed,24.17054979,Urban,Basic,1,7,,6,21-12-2023 15:21,Average,Yes,Rarely,Apartment,390
312,41,Male,548,Married,0,Bachelor's,,50.09965777,Urban,Premium,0,10,425,4,07-01-2022 15:21,Average,No,Daily,Condo,794
313,26,Male,17897,Married,2,High School,Employed,20.55334527,Rural,Comprehensive,0,4,734,2,28-03-2023 15:21,Average,Yes,Daily,House,26
314,55,Female,119820,Single,3,Master's,Self-Employed,24.98878671,Rural,Comprehensive,,16,731,8,02-11-2019 15:21,Poor,No,Monthly,Apartment,184
315,28,Male,8062,Single,1,Bachelor's,,29.63382387,Urban,Premium,0,0,638,9,19-08-2023 15:21,Good,Yes,Rarely,House,2147
316,32,Female,20370,Single,0,Master's,Unemployed,20.64405212,Urban,Comprehensive,0,3,696,8,17-08-2020 15:21,Poor,No,Rarely,Condo,473
317,58,Male,58602,Single,3,Bachelor's,,33.82737959,Urban,Basic,,3,431,1,07-05-2024 15:21,Average,No,Rarely,House,358
318,47,Male,83693,Single,1,Bachelor's,Self-Employed,30.38294065,Rural,Premium,1,13,380,8,04-04-2023 15:21,Good,No,Weekly,Apartment,612
319,61,Female,5071,Single,3,Bachelor's,Unemployed,31.82216778,Rural,Premium,1,3,,5,25-07-2020 15:21,Average,Yes,Rarely,Apartment,809
320,31,Male,31671,Married,1,PhD,Unemployed,26.86878614,Suburban,Premium,0,16,765,8,12-07-2020 15:21,Good,Yes,Weekly,Condo,411
321,49,Male,117342,Single,3,Bachelor's,,7.890772096,Urban,Premium,0,5,,9,23-07-2024 15:21,Poor,Yes,Rarely,House,206
322,19,Male,99327,Divorced,0,Bachelor's,Employed,8.524322826,Rural,Comprehensive,0,18,407,1,27-03-2023 15:21,Good,Yes,Monthly,House,549
323,33,Male,71400,Single,,High School,Self-Employed,22.30350733,Suburban,Premium,0,13,440,8,21-06-2020 15:21,Poor,Yes,Weekly,Apartment,614
324,43,Female,84725,Married,,PhD,,39.83913895,Suburban,Basic,0,11,765,4,22-08-2023 15:21,Poor,Yes,Weekly,Apartment,150
325,30,Female,43841,Single,4,Bachelor's,Employed,47.0895503,Urban,Premium,1,13,656,6,24-12-2020 15:21,Poor,No,Rarely,Apartment,1234
326,58,Male,1520,Married,4,Bachelor's,,17.54729149,Urban,Premium,2,8,815,7,04-09-2023 15:21,Average,Yes,Daily,House,1976
327,19,Male,95929,Single,1,Master's,Self-Employed,22.68484632,Suburban,Comprehensive,,19,434,5,15-07-2023 15:21,Average,No,Weekly,Apartment,1141
328,32,Male,66410,Married,1,Bachelor's,Self-Employed,47.31571241,Suburban,Premium,0,4,415,1,01-03-2021 15:21,Poor,No,Weekly,Apartment,1158
329,21,Female,33606,Married,0,Master's,,18.68654759,Rural,Comprehensive,1,13,,6,29-09-2021 15:21,Good,Yes,Daily,Condo,1004
330,24,Female,3988,Married,4,PhD,Self-Employed,4.270540783,Rural,Comprehensive,0,11,,9,14-12-2020 15:21,Average,Yes,Monthly,Condo,3631
331,61,Male,39661,Single,1,Master's,Unemployed,15.66381974,Urban,Premium,0,18,696,4,15-11-2022 15:21,Poor,No,Monthly,Condo,832
332,,Male,3065,Divorced,1,High School,Unemployed,38.53653546,Urban,Comprehensive,2,1,758,6,26-01-2024 15:21,Average,Yes,Daily,Apartment,1597
333,53,Male,35794,Single,4,Master's,Unemployed,13.82930254,Urban,Basic,,9,527,8,15-06-2024 15:21,Average,No,Daily,Apartment,1386
334,53,Female,1577,Single,3,Bachelor's,Employed,,Urban,Premium,1,3,538,1,19-03-2023 15:21,Good,No,Weekly,House,578
335,57,Female,29703,Single,2,High School,Employed,6.698440253,Rural,Basic,,7,342,7,22-11-2019 15:21,Good,Yes,Rarely,Condo,577
336,36,Male,10042,Married,2,PhD,Unemployed,18.17930133,Suburban,Premium,2,19,613,9,05-07-2020 15:21,Good,No,Weekly,Condo,923
337,28,Male,1266,Divorced,4,Bachelor's,Unemployed,18.84923728,Urban,Basic,1,10,310,9,11-07-2021 15:21,Poor,No,Weekly,Condo,479
338,53,Female,101398,Single,0,High School,,20.83560277,Suburban,Comprehensive,,17,402,7,04-03-2023 15:21,Good,Yes,Monthly,Apartment,1019
339,62,Female,33122,Divorced,0,Bachelor's,,19.79367656,Rural,Basic,0,11,431,1,23-09-2020 15:21,Good,No,Rarely,Condo,110
340,49,Female,1233,Divorced,0,High School,Employed,41.93622572,Rural,Premium,,4,762,6,19-07-2023 15:21,Poor,No,Weekly,Condo,2460
341,55,Male,18550,Single,4,PhD,Self-Employed,18.59991207,Suburban,Premium,1,0,783,1,28-08-2023 15:21,Average,Yes,Rarely,Condo,486
342,26,Female,6093,Single,0,Master's,Self-Employed,15.36452625,Urban,Comprehensive,,0,647,7,27-06-2022 15:21,Poor,No,Daily,Condo,1119
343,21,Female,36705,Divorced,,Bachelor's,,43.94871636,Suburban,Comprehensive,0,9,751,3,05-09-2022 15:21,Poor,No,Rarely,Condo,648
344,63,Female,14107,Single,3,Bachelor's,Employed,43.88494984,Rural,Premium,,6,658,6,23-07-2022 15:21,Good,No,Monthly,Condo,1708
345,22,Male,32235,Single,,High School,,7.823368562,Suburban,Basic,2,0,465,2,29-08-2022 15:21,Average,Yes,Monthly,Condo,620
346,37,Male,733,Married,2,Master's,,,Rural,Comprehensive,,11,807,4,27-08-2020 15:21,Good,Yes,Daily,Apartment,731
347,33,Female,9097,Divorced,4,High School,Unemployed,47.14041886,Urban,Premium,0,15,647,1,13-11-2023 15:21,Average,No,Weekly,Condo,2082
348,52,Male,17391,Divorced,,PhD,Self-Employed,13.73828306,Suburban,Basic,2,4,335,9,21-07-2023 15:21,Poor,Yes,Daily,Condo,1688
349,20,Female,15384,Divorced,,High School,Self-Employed,17.99139895,Urban,Comprehensive,0,6,559,1,04-06-2024 15:21,Poor,No,Weekly,Condo,366
350,52,Male,6856,Divorced,1,High School,Employed,28.73746319,Rural,Basic,0,16,,9,09-08-2024 15:21,Average,No,Monthly,Condo,1393
351,43,Male,22244,Divorced,2,PhD,Self-Employed,29.02732946,Urban,Basic,2,0,836,3,25-02-2021 15:21,Average,No,Rarely,Apartment,597
